Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
03/05/2021,291,6,23,47,77,63,38,29,24,8,5,0,150,141,0,76,25,66,86,17,21,0,0,0,0,0,1,1,4,0,4,2,0,1,0,3,2,0,0,0,1,0,1,10,5,2,4,0,11,12,0,4,2,10,7,0,0
07/23/2020,318,3,29,33,100,68,43,36,17,12,9,0,189,128,1,95,15,86,84,15,23,0,0,0,1,0,0,2,0,0,2,1,0,1,0,2,0,0,0,0,4,6,3,5,3,5,3,0,15,14,0,14,1,10,3,1,0
12/08/2021,1285,10,56,325,307,269,154,118,58,28,26,0,652,631,2,219,38,366,341,97,224,0,0,0,2,3,1,2,2,0,2,8,0,2,1,5,2,0,0,0,7,11,7,8,12,7,4,0,31,25,0,18,2,21,9,2,4
02/25/2023,162,0,28,17,28,21,30,21,16,16,13,0,103,59,0,40,8,51,43,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,4,9,0,12,16,0,5,2,15,6,0,0
09/28/2020,419,2,29,56,101,76,69,53,39,14,11,0,216,201,2,199,5,61,101,13,40,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,4,1,3,4,6,5,6,0,14,15,0,7,1,13,6,2,0
01/22/2022,1005,20,74,220,197,182,132,116,88,45,24,1,559,445,1,242,77,142,283,56,205,0,0,1,1,2,3,3,10,0,10,10,0,4,1,10,5,0,0,3,5,3,7,11,14,17,14,0,42,32,0,17,5,26,20,5,1
07/29/2021,322,1,13,49,88,90,48,28,12,7,0,0,174,147,1,69,9,97,91,17,39,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,2,4,0,1,0,6,7,0,2,2,7,1,0,1
06/01/2021,128,5,17,29,23,25,26,16,5,4,0,0,74,54,0,30,4,53,27,1,13,0,0,0,1,1,2,1,0,0,2,3,0,2,0,3,0,0,0,1,1,2,2,2,3,3,3,0,9,8,0,2,0,11,4,0,0
04/17/2022,252,0,10,56,39,61,43,22,14,14,3,0,151,97,4,36,25,36,97,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,2,0,0,5,5,0,0,0,4,4,2,0
10/15/2020,907,2,34,86,266,213,112,115,72,28,15,0,464,442,1,404,22,124,251,25,81,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,1,2,6,4,4,8,4,5,0,19,15,0,6,0,17,9,2,0
12/21/2020,1463,26,92,172,299,270,272,192,115,84,59,0,734,723,6,531,69,276,357,63,167,0,0,0,1,2,5,8,10,0,14,12,0,9,1,10,6,0,0,1,5,6,8,21,12,18,21,0,45,47,0,25,4,36,21,1,5
03/30/2020,439,12,158,6,54,78,81,82,59,43,36,0,217,222,0,92,11,217,83,15,21,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,9,17,32,35,32,24,0,68,90,0,27,2,101,21,6,1
08/04/2020,369,2,32,50,105,69,53,39,33,16,4,0,202,164,3,176,8,76,76,17,16,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,4,2,6,3,8,7,2,0,18,14,0,9,2,15,5,1,0
08/12/2022,645,0,44,88,133,102,79,100,79,40,24,0,356,285,4,173,35,169,138,38,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,6,11,9,7,0,20,24,0,7,0,24,10,3,0
12/07/2022,746,0,52,160,117,138,77,93,73,47,40,1,419,322,5,186,31,213,190,33,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,8,9,11,11,0,28,24,0,13,2,21,12,3,1
02/24/2021,337,4,31,38,79,65,53,48,29,12,13,0,160,177,0,92,8,86,94,15,42,0,0,0,0,0,1,1,2,0,3,1,0,2,0,1,1,0,0,1,3,1,7,5,4,6,4,0,15,16,0,8,2,15,5,1,0
11/04/2022,432,1,38,81,71,59,62,53,53,28,25,0,251,178,3,102,20,147,90,13,60,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3,2,3,3,10,9,7,0,25,13,0,2,2,22,9,3,0
08/20/2022,373,1,30,64,66,65,44,52,39,24,19,0,204,168,1,114,27,74,93,18,47,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2,7,3,3,2,2,10,0,15,15,0,6,2,13,9,0,0
07/24/2021,197,0,6,45,54,35,16,24,14,5,4,0,94,103,0,35,8,57,62,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,3,3,0,3,0,2,0,0,1
05/02/2020,719,49,166,25,142,126,154,143,74,40,15,0,343,376,0,423,9,121,72,12,82,0,0,0,1,8,14,11,15,0,20,29,0,11,3,24,10,1,0,2,10,8,27,35,32,33,19,0,67,99,0,65,3,63,28,5,2
11/23/2021,722,4,32,172,166,143,84,68,43,22,24,0,347,373,2,131,21,169,232,52,117,0,0,1,0,2,1,0,0,0,1,3,0,1,0,3,0,0,0,0,2,3,3,4,7,7,6,0,15,17,0,7,3,8,12,2,0
03/09/2022,169,3,10,51,28,34,18,19,12,6,1,0,89,74,6,27,11,38,55,7,31,0,0,0,1,0,1,1,0,0,2,1,0,1,0,1,1,0,0,1,1,1,1,2,3,1,0,0,8,2,0,2,1,5,2,0,0
04/06/2020,582,22,198,5,77,96,103,110,94,56,41,0,303,279,0,150,24,246,106,27,29,0,0,0,2,5,1,8,6,0,9,13,0,3,0,16,3,0,0,0,5,22,16,40,59,28,28,0,109,89,0,43,12,111,23,7,2
12/14/2020,1460,21,103,159,330,298,213,201,129,81,49,0,767,688,5,474,62,328,310,58,228,0,0,0,0,2,3,10,6,0,13,8,0,11,2,6,2,0,0,7,5,9,9,17,20,18,18,0,45,58,0,35,1,42,20,4,1
06/23/2022,852,2,30,99,179,188,131,121,70,45,19,0,477,368,7,180,67,199,216,42,148,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,2,3,6,2,4,8,2,3,0,14,16,0,4,3,12,7,3,1
05/04/2020,1121,48,127,57,217,224,244,177,109,53,40,0,565,556,0,611,31,204,116,39,120,0,1,0,0,4,10,15,18,0,23,25,0,17,2,20,9,0,0,1,10,8,14,17,25,31,21,0,55,72,0,44,8,49,16,9,1
05/27/2022,1054,2,26,209,221,218,145,124,73,42,22,0,603,446,5,212,81,212,311,50,188,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,1,1,3,3,5,5,3,5,0,12,14,0,4,1,11,10,0,0
09/25/2022,189,5,20,24,32,45,25,27,16,11,8,1,111,78,0,40,13,41,61,9,25,0,0,0,0,0,0,2,3,0,4,1,0,1,0,2,2,0,0,1,2,3,2,1,4,2,4,1,12,8,0,4,1,8,5,1,1
11/19/2020,2167,17,115,250,524,458,358,278,187,83,29,0,1115,1044,8,891,60,347,483,88,298,0,0,0,0,0,7,5,5,0,7,10,0,3,1,5,7,1,0,4,4,9,16,18,21,26,17,0,54,61,0,36,4,38,28,6,3
01/10/2022,4833,31,212,965,959,787,685,626,464,219,128,0,2560,2264,9,1182,245,923,1166,316,1001,0,0,1,2,1,5,10,12,0,14,17,0,6,1,12,12,0,0,6,16,21,16,37,37,34,45,0,119,93,0,56,7,103,40,4,2
02/20/2021,213,9,12,35,57,30,29,33,13,8,8,0,106,107,0,63,8,40,66,15,21,0,0,0,1,0,0,5,3,0,5,4,0,3,1,3,2,0,0,1,0,0,1,1,3,2,4,0,7,5,0,3,0,5,3,1,0
09/11/2022,208,0,17,33,37,36,32,28,22,10,10,0,111,97,0,51,8,64,47,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,1,1,6,0,8,9,0,5,1,10,1,0,0
09/17/2021,440,5,35,94,92,96,61,42,30,12,13,0,245,195,0,72,15,116,148,33,56,0,0,0,1,1,2,0,1,0,4,1,0,1,1,3,0,0,0,1,1,5,7,6,4,3,8,0,21,14,0,3,0,22,9,1,0
07/08/2020,306,4,28,37,99,67,37,33,20,11,2,0,158,148,0,98,11,80,68,11,38,0,0,0,0,0,2,1,1,0,3,1,0,2,0,1,1,0,0,2,6,3,0,2,5,6,4,0,14,14,0,11,1,8,6,0,2
09/23/2022,338,0,25,46,64,58,39,55,41,26,9,0,186,151,1,71,14,113,85,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,6,3,4,0,13,12,0,3,0,14,6,2,0
11/20/2021,464,3,37,82,87,107,73,55,35,17,8,0,244,220,0,65,12,102,165,37,83,0,0,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,1,4,8,6,6,8,4,0,19,18,0,6,0,19,10,0,2
01/30/2023,422,2,37,115,63,56,53,54,42,22,17,0,264,158,0,115,22,166,75,22,22,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,5,2,3,2,4,11,6,4,0,20,17,0,11,2,14,9,1,0
03/14/2022,182,3,12,35,34,43,26,20,17,5,2,0,101,81,0,40,14,16,67,13,32,0,0,0,1,0,1,0,1,0,3,0,0,0,0,3,0,0,0,0,3,2,0,1,2,2,2,0,6,6,0,5,0,2,5,0,0
01/30/2021,419,12,32,76,84,78,52,54,44,20,11,0,221,198,0,163,18,81,105,14,38,0,1,0,0,2,3,3,3,0,1,11,0,6,0,4,2,0,0,0,2,2,4,3,9,6,6,0,12,20,0,11,1,14,6,0,0
05/05/2022,1088,0,19,241,205,239,172,104,61,46,20,0,622,459,7,204,81,183,394,68,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,4,4,4,0,11,8,0,4,0,9,4,1,1
11/01/2021,436,3,27,108,65,96,51,55,37,15,9,0,233,202,1,91,7,108,132,36,62,0,0,0,0,0,0,2,1,0,1,2,0,0,1,1,1,0,0,2,3,1,2,1,9,4,5,0,11,16,0,6,0,16,5,0,0
12/06/2022,830,0,50,171,109,121,109,105,114,44,57,0,470,356,4,193,47,295,155,42,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,6,9,9,13,0,26,24,0,6,2,27,12,2,1
04/07/2020,556,25,194,2,83,106,94,84,80,55,52,0,295,261,0,183,17,206,96,24,30,0,0,0,1,5,4,10,5,0,11,14,0,6,0,16,1,2,0,0,5,13,23,35,47,33,38,0,90,104,0,41,8,101,34,10,0
12/28/2021,10425,15,207,2816,2273,1916,1326,1014,621,303,152,4,5880,4523,22,2700,347,2729,2095,746,1808,0,0,1,1,2,3,4,4,0,6,9,0,4,0,7,4,0,0,7,27,24,18,29,41,26,35,0,117,90,0,30,3,127,39,3,5
11/09/2021,649,5,26,180,129,127,75,60,42,23,13,0,331,314,4,99,26,206,177,43,98,0,0,0,0,0,3,1,1,0,2,3,0,1,1,1,2,0,0,1,2,4,3,3,7,2,4,0,13,13,0,3,0,16,7,0,0
11/11/2021,525,4,26,116,119,114,59,49,31,18,19,0,280,242,3,76,21,102,180,39,107,0,0,0,0,1,1,1,1,0,3,1,0,2,0,1,1,0,0,1,2,2,1,5,6,5,4,0,15,11,0,9,1,10,6,0,0
12/06/2020,708,28,89,72,160,128,111,99,72,48,18,0,374,332,2,221,28,151,194,20,94,0,0,0,2,2,4,8,12,0,12,16,0,9,3,8,6,1,1,2,7,5,8,12,18,17,20,0,45,44,0,28,1,35,21,3,1
11/25/2021,188,3,42,26,42,43,23,25,15,8,6,0,93,94,1,35,8,56,51,11,27,0,0,0,0,0,1,1,1,0,2,1,0,0,0,2,1,0,0,1,7,4,4,9,9,3,5,0,22,20,0,10,1,23,8,0,0
06/09/2020,254,23,36,19,50,33,46,44,38,14,10,0,115,136,3,118,4,53,45,11,23,0,0,0,2,6,5,4,6,0,7,16,0,11,0,10,2,0,0,0,1,1,7,6,5,6,10,0,14,22,0,10,0,17,8,1,0
11/12/2020,2927,18,111,329,741,571,495,383,255,114,39,0,1495,1424,8,1130,67,490,734,131,375,0,0,0,0,2,6,3,7,0,10,8,0,5,1,6,6,0,0,4,5,8,11,18,32,21,12,0,63,48,0,30,4,39,27,7,4
03/21/2022,276,2,13,66,52,67,30,28,24,8,1,0,149,125,2,34,22,25,121,27,47,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,5,1,3,2,2,0,0,8,5,0,2,0,6,4,1,0
10/14/2021,361,1,28,78,79,77,48,36,28,11,4,0,218,143,0,61,18,92,128,17,45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,4,5,8,3,3,0,17,11,0,10,1,7,9,1,0
04/10/2021,557,8,49,88,150,112,91,65,28,15,8,0,281,275,1,157,29,164,145,17,45,0,0,0,1,0,4,1,2,0,5,3,0,3,0,4,1,0,0,1,5,4,9,11,7,6,6,0,20,29,0,10,1,32,5,0,1
02/19/2023,164,1,26,21,25,23,28,28,18,14,7,0,93,70,1,46,7,60,36,6,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,2,3,1,5,3,4,4,0,18,8,0,9,1,8,7,1,0
11/11/2020,2490,9,127,267,682,515,360,321,212,79,54,0,1307,1174,9,749,90,452,694,122,383,0,0,0,0,1,5,1,2,0,3,6,0,5,0,2,2,0,0,2,11,6,14,20,28,20,26,0,71,56,0,29,2,53,37,4,2
09/30/2021,463,7,24,116,106,92,48,46,29,19,7,0,238,223,2,75,13,137,158,36,44,0,0,0,0,3,0,1,3,0,4,3,0,1,0,6,0,0,0,0,1,1,4,2,6,7,3,0,15,9,0,2,0,12,10,0,0
01/06/2023,421,1,36,41,55,71,53,60,73,44,24,0,241,178,2,85,21,172,89,20,34,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,4,3,4,11,10,0,23,13,0,6,1,18,7,3,1
12/20/2020,581,30,66,62,139,116,94,70,48,31,21,0,304,276,1,167,37,109,209,20,39,0,0,0,3,3,9,10,5,0,8,22,0,13,1,10,6,0,0,3,9,5,6,10,10,14,9,0,38,28,0,17,2,32,9,2,4
12/15/2020,1613,22,83,214,361,270,259,242,156,67,44,0,818,786,9,682,48,299,335,78,171,0,0,0,3,4,7,6,2,0,7,15,0,10,1,6,5,0,0,1,2,5,10,13,26,14,12,0,36,47,0,27,5,33,12,3,3
03/04/2021,288,8,20,42,82,60,39,24,23,11,7,0,148,140,0,82,24,54,91,15,22,0,0,1,1,1,2,0,3,0,5,3,0,4,0,0,4,0,0,0,1,3,3,4,4,3,2,0,12,8,0,3,1,10,6,0,0
11/25/2020,1833,18,107,260,430,354,257,237,165,85,45,0,969,857,7,652,53,361,405,81,281,0,0,1,1,0,3,6,7,0,5,13,0,8,0,5,5,0,0,2,7,8,10,18,26,16,20,0,56,51,0,36,5,33,26,5,2
12/01/2020,2187,36,128,270,511,425,342,271,201,108,59,0,1167,1014,6,893,75,404,463,78,274,0,0,0,5,5,11,9,6,0,20,16,0,12,1,16,7,0,0,6,6,10,13,21,29,24,19,0,65,63,0,49,1,48,25,4,1
